SessionID, UserID, SessionStartTime, StudyType, FolderPath, ImageName, ScreenSelected, TaskStartTime, TaskEndTime, Score, Camera, Comments,
2,2,08 gru 2016 11:39:04,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\P K,MB P.JPG,Left,11:57:51,11:57:53,-1,0,,
2,2,08 gru 2016 11:39:04,Comparison Study,C:\UXStudy\Phase1\Flowers\H T,FL H.jpg,Left,11:57:54,11:57:56,-1,0,,
2,2,08 gru 2016 11:39:04,Comparison Study,C:\UXStudy\Phase1\Bridge\X E,BR X.JPG,Right,11:57:56,11:57:58,-1,0,,
2,2,08 gru 2016 11:39:04,Comparison Study,C:\UXStudy\Phase1\Building Corner\P Z,BC P.jpg,Left,11:57:59,11:58:02,-1,0,,
2,2,08 gru 2016 11:39:04,Comparison Study,C:\UXStudy\Phase1\Evacuation Plan\T U,EP T.JPG,Left,11:58:03,11:58:07,-1,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BC V.JPG,Left,11:59:31,11:59:47,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BR O.JPG,Left,11:59:47,11:59:53,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BU AA.jpg,Left,11:59:53,12:00:00,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,TL B.JPG,Left,12:00:00,12:00:05,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BR H.jpg,Left,12:00:05,12:00:10,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,GT K.JPG,Left,12:00:10,12:00:16,5,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,EP H - Copy.jpg,Left,12:00:16,12:00:22,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PI B.jpg,Left,12:00:22,12:00:31,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,TL I - Copy.jpg,Left,12:00:31,12:00:35,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PK O.jpg,Left,12:00:35,12:00:40,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,FR N.jpg,Left,12:00:40,12:00:45,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,EP H.jpg,Left,12:00:45,12:00:50,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,TL S.jpg,Left,12:00:50,12:00:54,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BT O.JPG,Left,12:00:54,12:00:59,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,GT Q.jpg,Left,12:00:59,12:01:04,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,AM B.JPG,Left,12:01:04,12:01:07,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,MB B.JPG,Left,12:01:07,12:01:11,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BU J.jpg,Left,12:01:11,12:01:19,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,FL D.JPG,Left,12:01:19,12:01:22,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PI I.jpg,Left,12:01:22,12:01:27,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PK K.jpg,Left,12:01:27,12:01:31,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PI AA - Copy.jpg,Left,12:01:31,12:01:46,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,MB N.jpg,Left,12:01:46,12:01:49,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,AM S.jpg,Left,12:01:49,12:02:07,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,EP R.jpg,Left,12:02:07,12:02:12,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BU CC.jpg,Left,12:02:12,12:02:18,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PK X.JPG,Left,12:02:18,12:02:23,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,TL D.JPG,Left,12:02:23,12:02:28,1,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BT V.jpg,Left,12:02:28,12:02:43,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,GH C.jpg,Left,12:02:43,12:02:49,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,TL I.jpg,Left,12:02:49,12:02:55,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BT O - Copy.JPG,Left,12:02:55,12:03:00,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,LE I.JPG,Left,12:03:00,12:03:10,5,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,FR Z.jpg,Left,12:03:10,12:03:13,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,AM I.jpg,Left,12:03:13,12:03:17,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BR Q.jpg,Left,12:03:17,12:03:22,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,GH J.JPG,Left,12:03:22,12:03:26,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PK N.jpg,Left,12:03:26,12:03:31,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,EP W.JPG,Left,12:03:31,12:03:37,5,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,FL M.JPG,Left,12:03:37,12:03:42,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,GH C - Copy.jpg,Left,12:03:42,12:03:47,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,LE D.JPG,Left,12:03:47,12:03:50,1,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PI AA.jpg,Left,12:03:50,12:03:55,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,FL W.JPG,Left,12:03:55,12:04:02,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,GH F.JPG,Left,12:04:02,12:04:10,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BT G.jpg,Left,12:04:10,12:04:15,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,AM T.JPG,Left,12:04:15,12:04:19,4,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BU J - Copy.jpg,Left,12:04:19,12:04:24,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,PI P.jpg,Left,12:04:24,12:04:31,3,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,BC I.jpg,Left,12:04:31,12:04:36,2,0,,
2,2,08 gru 2016 11:59:31,MOS Study,C:\UXStudy\Phase2,FR J.JPG,Left,12:04:36,12:04:54,2,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\B Y,PK B.jpg,Left,16:08:46,16:08:49,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\C R,PK C.jpg,Left,16:08:50,16:08:57,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Green Tree\I R,GT I.jpg,Right,16:08:57,16:09:00,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building Corner\I BB,BC BB.jpg,Right,16:09:01,16:09:05,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\S H,BR H.jpg,Right,16:09:06,16:09:08,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building Corner\DD Y,BC DD.jpg,Right,16:09:08,16:09:11,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Evacuation Plan\P O,EP O.JPG,Left,16:09:12,16:09:15,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\L X,FL X.JPG,Left,16:09:16,16:09:18,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\B H,MB B.JPG,Left,16:09:18,16:09:20,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\R S,AM R.jpg,Left,16:09:20,16:09:23,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\K Q,GH Q.JPG,Left,16:09:23,16:09:26,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\R E,FL R.jpg,Left,16:09:27,16:09:28,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\K T,BT T.JPG,Right,16:09:29,16:09:32,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\E V,BR V.jpg,Left,16:09:32,16:09:34,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\D F,FR F.jpg,Left,16:09:35,16:09:37,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\J X,AM J.JPG,Right,16:09:37,16:09:40,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building Corner\P Z,BC Z.jpg,Right,16:09:41,16:09:43,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\T C,PI C.jpg,Right,16:09:44,16:09:47,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\G W,LE G.jpg,Left,16:09:48,16:09:49,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\X H,GH X.JPG,Right,16:09:50,16:09:52,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\P T,AM P.JPG,Right,16:09:53,16:09:56,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\Q N,GT Q.jpg,Left,16:09:56,16:09:58,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Green Tree\P M,GT P.JPG,Left,16:09:59,16:10:01,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\L Q,PI L.jpg,Right,16:10:01,16:10:03,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\I BB,PI I.jpg,Right,16:10:03,16:10:05,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\J Q,PK J.jpg,Right,16:10:05,16:10:07,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\E G,LE E.JPG,Right,16:10:08,16:10:09,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building\Q F,BU F.jpg,Left,16:10:10,16:10:12,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Green Tree\Q T,GT T.JPG,Left,16:10:13,16:10:15,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\J V,LE J.JPG,Right,16:10:15,16:10:17,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building\B Y,BU B.jpg,Right,16:10:18,16:10:20,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\AA W,PK AA.jpg,Right,16:10:20,16:10:22,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\Q N,AM Q.jpg,Right,16:10:22,16:10:24,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\G I,GH G.JPG,Left,16:10:24,16:10:27,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\W T,BR W.JPG,Left,16:10:28,16:10:30,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building Corner\K BB,BC BB.jpg,Right,16:10:31,16:10:32,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\G H,MB G.jpg,Left,16:10:33,16:10:34,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\N I,BT N.jpg,Left,16:10:34,16:10:37,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\E C,GH C.jpg,Right,16:10:37,16:10:40,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\N J,PI N.jpg,Right,16:10:41,16:10:42,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\T I,FL T.JPG,Left,16:10:43,16:10:46,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\F M,FL F.JPG,Left,16:10:47,16:10:49,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\H X,LE H.jpg,Left,16:10:49,16:10:52,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\DD Y,BC DD.jpg,Left,16:10:52,16:10:54,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\H Z,PI Z.jpg,Right,16:10:55,16:10:56,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\A K,GH A.JPG,Left,16:10:57,16:11:00,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building Corner\N K,BC N.jpg,Left,16:11:00,16:11:02,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\T D,GH T.jpg,Left,16:11:03,16:11:05,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\F K,LE K.JPG,Left,16:11:05,16:11:08,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Tree Lake\A B,TL B.JPG,Left,16:11:08,16:11:11,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\C W,GH C.jpg,Right,16:11:12,16:11:17,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Evacuation Plan\H O,EP H.jpg,Right,16:11:17,16:11:19,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\S I,GH I.jpg,Left,16:11:20,16:11:23,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building\N L,BU N.jpg,Left,16:11:23,16:11:26,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building\Q O,BU Q.jpg,Left,16:11:26,16:11:28,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\P Q,FL P.JPG,Left,16:11:29,16:11:32,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\L P,BR P.JPG,Left,16:11:32,16:11:36,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\F J,MB F.JPG,Left,16:11:36,16:11:38,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Evacuation Plan\D S,EP D.JPG,Right,16:11:38,16:11:40,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\I V,GT I.jpg,Right,16:11:40,16:11:42,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\N Q,FR N.jpg,Right,16:11:43,16:11:46,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\X V,BT V.jpg,Left,16:11:47,16:11:49,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\T V,MB V.jpg,Left,16:11:50,16:11:52,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\J X,AM J.JPG,Right,16:11:52,16:11:54,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\P O,Parking_devP.jpg,Right,16:11:55,16:11:57,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\S O,MB O.JPG,Left,16:11:58,16:12:00,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\D A,FL A.jpg,Left,16:12:00,16:12:01,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\S F,FL S.jpg,Right,16:12:02,16:12:04,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Tree Lake\G I,TL G.jpg,Left,16:12:04,16:12:06,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building\AA O,BU AA.jpg,Right,16:12:06,16:12:08,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\A P,GH A.JPG,Left,16:12:08,16:12:10,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building\A W,BU A.jpg,Left,16:12:11,16:12:12,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\N L,BU L.jpg,Right,16:12:13,16:12:14,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\B A,Parking_devB.jpg,Left,16:12:15,16:12:17,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building Corner\DD D,BC DD.jpg,Left,16:12:17,16:12:20,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\T A,GH A.JPG,Left,16:12:20,16:12:22,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Green Tree\F H,GT F.JPG,Left,16:12:22,16:12:24,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\D G,BT D.JPG,Right,16:12:25,16:12:27,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\B Q,AM Q.jpg,Left,16:12:28,16:12:30,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\V Z,FR Z.jpg,Right,16:12:31,16:12:33,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\J S,FR J.JPG,Right,16:12:33,16:12:36,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\G X,BT X.JPG,Left,16:12:36,16:12:38,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\R Y,FR R.JPG,Right,16:12:39,16:12:41,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\P K,MB P.JPG,Right,16:12:42,16:12:44,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\V T,BT T.JPG,Left,16:12:44,16:12:47,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\N I,PK I.jpg,Right,16:12:47,16:12:49,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\X E,BR X.JPG,Right,16:12:50,16:12:51,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\W X,MB W.JPG,Left,16:12:52,16:12:54,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Doubles\W D,PI D.jpg,Right,16:12:54,16:12:56,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\I W,LE W.jpg,Right,16:12:57,16:13:00,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\P J,BT P.JPG,Left,16:13:00,16:13:02,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\F T,AM T.JPG,Left,16:13:02,16:13:04,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\N X,LE N.JPG,Left,16:13:05,16:13:07,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building Corner\H B,BC H.jpg,Right,16:13:07,16:13:11,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Evacuation Plan\M I,EP M.JPG,Left,16:13:12,16:13:14,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\W O,BR O.JPG,Left,16:13:14,16:13:17,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\A C,LE A.jpg,Left,16:13:17,16:13:20,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\D F,LE F.jpg,Left,16:13:20,16:13:24,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\A I,FR A.JPG,Left,16:13:26,16:13:27,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\R I,BT R.jpg,Left,16:13:28,16:13:29,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\A Q,BR Q.jpg,Right,16:13:30,16:13:33,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\AA Z,PI AA.jpg,Left,16:13:34,16:13:35,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Green Tree\Q N,GT Q.jpg,Right,16:13:36,16:13:41,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\B F,FR B.JPG,Left,16:13:41,16:13:43,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Evacuation Plan\H T,EP H.jpg,Left,16:13:43,16:13:45,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Evacuation Plan\T U,EP T.JPG,Left,16:13:45,16:13:47,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\R P,AM P.JPG,Left,16:13:48,16:13:49,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\Q W,PK W.JPG,Left,16:13:50,16:13:52,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Tree Lake\Q O,TL Q.jpg,Left,16:13:53,16:13:54,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Levi\A D,LE A.jpg,Left,16:13:55,16:13:56,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\CC Y,PI CC.jpg,Left,16:13:57,16:13:59,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Pipes\B Y,PI B.jpg,Right,16:13:59,16:14:02,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Mirror Ball\E Q,MB E.JPG,Left,16:14:02,16:14:03,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\P S,AM P.JPG,Right,16:14:04,16:14:05,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Parking\F S,PK F.jpg,Right,16:14:06,16:14:08,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\N V,FL V.jpg,Left,16:14:08,16:14:11,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\P J,GH J.JPG,Left,16:14:11,16:14:13,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\D B,AM D.JPG,Right,16:14:14,16:14:15,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Tree Lake\A G,TL G.jpg,Left,16:14:15,16:14:17,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\AutumnMtn\K M,AM K.JPG,Left,16:14:18,16:14:20,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Ghent\C J,GH C.jpg,Right,16:14:20,16:14:23,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Green Tree\I X,GT I.jpg,Right,16:14:23,16:14:26,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Bridge\H O,BR H.jpg,Left,16:14:26,16:14:29,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Building\L A,BU L.jpg,Right,16:14:29,16:14:31,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\X K,BT K.JPG,Right,16:14:31,16:14:34,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\L T,FR L.JPG,Right,16:14:35,16:14:36,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Fruit\C E,FR E.jpg,Right,16:14:37,16:14:38,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Beach Toys\E D,BT E.JPG,Right,16:14:38,16:14:41,-1,0,,
3,3,08 gru 2016 16:08:46,Comparison Study,C:\UXStudy\Phase1\Flowers\G R,FL G.jpg,Right,16:14:41,16:14:43,-1,0,,
